,count,mean,std,min,25%,50%,75%,max
distance_T0,116278.0,0.08866358159746922,0.08434798263271846,0.0009509061206542,0.039617452508333074,0.06245280912383845,0.09845049767180362,0.5994296251453362
normal_dot_abs,116278.0,0.7930923337603396,0.2804781090036876,4.388267248292403e-05,0.6921078888505638,0.9383301022706421,0.9908403195849105,0.9999999619713664
fpfh_distance,116278.0,88.79021642525043,51.26459480382297,16.01173948840816,50.90638939366687,75.43770509818063,111.50462537064735,392.0887906236073
log_normalized_density_ratio,116278.0,0.08159400481638854,0.5361267092953259,-3.845857758816997,-0.1211218030090029,0.0525179966637742,0.2411616477266761,3.670836585287186
is_mutual_nn,116278.0,0.3239649804778204,0.46798884114445627,0.0,0.0,0.0,1.0,1.0
point_to_plane_residual,116278.0,0.06556338207388553,0.07079880934263294,6.793840841175792e-07,0.021746044794935426,0.046937942652685596,0.08217047670984746,0.591679040144163
label_distance,116278.0,0.11799086127305995,0.08113513768975666,0.000467779961871,0.06906127009544932,0.1016482131151424,0.14145084857386112,0.7085111617577325
target_weight,116278.0,0.3505306248817489,0.47713820199518814,0.0,0.0,0.0,1.0,1.0
