iteration,tau,acceptance_ratio,mean_residual,mean_label_distance,residual_error,acceptance_error,control_error,tp,fp,fn,tn,precision,recall,f1,sample_id,scenario,lambda_filter
3,0.568155586906002,0.088,0.0709073135307869,0.09547659779328883,0.0309073135307869,0.11200000000000002,0.14290731353078692,43,89,166,1202,0.32575757575757575,0.20574162679425836,0.25219941348973607,box_sphere_scene_change_medium_2,scene_change,1.0
4,0.5739702139675757,0.08266666666666667,0.07134972962205438,0.09632947298851127,0.03134972962205438,0.11733333333333335,0.14868306295538772,38,86,171,1205,0.3064516129032258,0.18181818181818182,0.22822822822822822,box_sphere_scene_change_medium_2,scene_change,1.0
5,0.5780030065450178,0.082,0.0714697640647852,0.09637466532354459,0.031469764064785195,0.11800000000000001,0.1494697640647852,38,85,171,1206,0.3089430894308943,0.18181818181818182,0.22891566265060243,box_sphere_scene_change_medium_2,scene_change,1.0
6,0.5819425346745882,0.08,0.0711283062620662,0.09694844614679929,0.031128306262066203,0.12000000000000001,0.15112830626206622,36,84,173,1207,0.3,0.1722488038277512,0.2188449848024316,box_sphere_scene_change_medium_2,scene_change,1.0
7,0.5841991471987207,0.08,0.0711283062620662,0.09694844614679929,0.031128306262066203,0.12000000000000001,0.15112830626206622,36,84,173,1207,0.3,0.1722488038277512,0.2188449848024316,box_sphere_scene_change_medium_2,scene_change,1.0
0,0.5,0.23133333333333334,0.044786636822291184,0.06466642892107159,0.004786636822291183,0.0,0.004786636822291183,265,82,578,575,0.7636887608069164,0.3143534994068802,0.4453781512605042,box_sphere_scene_change_medium_3,scene_change,1.0
1,0.5095732736445824,0.21666666666666667,0.0447607405314905,0.06434514351271439,0.004760740531490497,0.0,0.004760740531490497,250,75,593,582,0.7692307692307693,0.29655990510083036,0.4280821917808219,box_sphere_scene_change_medium_3,scene_change,1.0
0,0.5,0.18866666666666668,0.07978265456336711,0.09599952048061365,0.03978265456336711,0.011333333333333334,0.051115987896700445,89,194,141,1076,0.31448763250883394,0.3869565217391304,0.3469785575048733,box_sphere_static_noise_hard_mixed,static_noise,1.0
1,0.5738986424600676,0.096,0.08599431943698296,0.08809558348560974,0.04599431943698296,0.10400000000000001,0.14999431943698296,61,83,169,1187,0.4236111111111111,0.26521739130434785,0.3262032085561497,box_sphere_static_noise_hard_mixed,static_noise,1.0
2,0.6138872813340335,0.06666666666666667,0.09020419398015138,0.0831590202914181,0.05020419398015138,0.13333333333333336,0.18353752731348474,47,53,183,1217,0.47,0.20434782608695654,0.28484848484848485,box_sphere_static_noise_hard_mixed,static_noise,1.0
3,0.6476290026276695,0.05,0.09274153511492786,0.08196749078888667,0.05274153511492786,0.15000000000000002,0.20274153511492787,36,39,194,1231,0.48,0.1565217391304348,0.2360655737704918,box_sphere_static_noise_hard_mixed,static_noise,1.0
4,0.6781120728575253,0.03866666666666667,0.09508610046258563,0.0743243125807468,0.05508610046258563,0.16133333333333333,0.21641943379591896,34,24,196,1246,0.5862068965517241,0.14782608695652175,0.23611111111111113,box_sphere_static_noise_hard_mixed,static_noise,1.0
5,0.7076176071160298,0.028,0.09912327732386636,0.07407671400359377,0.05912327732386636,0.17200000000000001,0.23112327732386637,23,19,207,1251,0.5476190476190477,0.1,0.16911764705882354,box_sphere_static_noise_hard_mixed,static_noise,1.0
6,0.7398641617637626,0.020666666666666667,0.10362966035365465,0.06587063025894781,0.06362966035365464,0.17933333333333334,0.24296299368698798,21,10,209,1260,0.6774193548387096,0.09130434782608696,0.16091954022988506,box_sphere_static_noise_hard_mixed,static_noise,1.0
7,0.7774568158044052,0.012,0.11204953991254946,0.05252442111371125,0.07204953991254945,0.188,0.2600495399125494,15,3,215,1267,0.8333333333333334,0.06521739130434782,0.12096774193548387,box_sphere_static_noise_hard_mixed,static_noise,1.0
8,0.827555895629504,0.0026666666666666666,0.12430532519056123,0.04338988241272877,0.08430532519056122,0.19733333333333333,0.2816386585238946,4,0,226,1270,1.0,0.017391304347826087,0.03418803418803419,box_sphere_static_noise_hard_mixed,static_noise,1.0
9,0.8974998793439598,0.0,0.06238161355014618,0.11584505187314025,0.02238161355014618,0.2,0.22238161355014618,0,0,230,1270,0.0,0.0,0.0,box_sphere_static_noise_hard_mixed,static_noise,1.0
10,0.8422631064442522,0.0006666666666666666,0.1309242450434102,0.0710322690144521,0.09092424504341018,0.19933333333333333,0.2902575783767435,1,0,229,1270,1.0,0.004347826086956522,0.008658008658008658,box_sphere_static_noise_hard_mixed,static_noise,1.0
11,0.9244449298644059,0.0,0.06238161355014618,0.11584505187314025,0.02238161355014618,0.2,0.22238161355014618,0,0,230,1270,0.0,0.0,0.0,box_sphere_static_noise_hard_mixed,static_noise,1.0
12,0.8692081569646982,0.0,0.06238161355014618,0.11584505187314025,0.02238161355014618,0.2,0.22238161355014618,0,0,230,1270,0.0,0.0,0.0,box_sphere_static_noise_hard_mixed,static_noise,1.0
0,0.5,0.2886666666666667,0.044509144899652464,0.0678436361374133,0.004509144899652463,0.0,0.004509144899652463,268,165,410,657,0.6189376443418014,0.3952802359882006,0.4824482448244824,box_sphere_static_noise_medium_2,static_noise,1.0
1,0.509018289799305,0.27266666666666667,0.04415527854841237,0.0673271022049433,0.004155278548412369,0.0,0.004155278548412369,254,155,424,667,0.6210268948655256,0.3746312684365782,0.4673413063477461,box_sphere_static_noise_medium_2,static_noise,1.0
2,0.5173288468961297,0.26066666666666666,0.04412608851307659,0.06664738510745224,0.004126088513076588,0.0,0.004126088513076588,245,146,433,676,0.6265984654731458,0.3613569321533923,0.4583723105706268,box_sphere_static_noise_medium_2,static_noise,1.0
0,0.5,0.22666666666666666,0.06834567465345613,0.08530250822169709,0.02834567465345613,0.0,0.02834567465345613,141,199,264,896,0.4147058823529412,0.34814814814814815,0.3785234899328859,box_sphere_static_noise_medium_3,static_noise,1.0
1,0.5566913493069122,0.14666666666666667,0.06697399895077556,0.08424895219538789,0.02697399895077556,0.053333333333333344,0.08030733228410891,97,123,308,972,0.4409090909090909,0.23950617283950618,0.3104,box_sphere_static_noise_medium_3,static_noise,1.0
2,0.5839726805417966,0.106,0.06709246302193855,0.08370699526247584,0.027092463021938552,0.09400000000000001,0.12109246302193857,68,91,337,1004,0.4276729559748428,0.16790123456790124,0.24113475177304966,box_sphere_static_noise_medium_3,static_noise,1.0
3,0.5911576065856737,0.096,0.0665906126314548,0.08378501918837163,0.026590612631454798,0.10400000000000001,0.1305906126314548,61,83,344,1012,0.4236111111111111,0.1506172839506173,0.22222222222222227,box_sphere_static_noise_medium_3,static_noise,1.0
4,0.5923388318485834,0.09533333333333334,0.06648173973421662,0.08368891185379534,0.026481739734216615,0.10466666666666667,0.1311484064008833,61,82,344,1013,0.42657342657342656,0.1506172839506173,0.22262773722627738,box_sphere_static_noise_medium_3,static_noise,1.0
5,0.5929689779836833,0.09466666666666666,0.06647526761341364,0.08370489514281815,0.026475267613413643,0.10533333333333335,0.13180860094674698,61,81,344,1014,0.4295774647887324,0.1506172839506173,0.22303473491773307,box_sphere_static_noise_medium_3,static_noise,1.0
6,0.5932528465438439,0.09333333333333334,0.06627746514185971,0.08411328909662169,0.02627746514185971,0.10666666666666667,0.13294413180852638,59,81,346,1014,0.42142857142857143,0.145679012345679,0.21651376146788992,box_sphere_static_noise_medium_3,static_noise,1.0
7,0.59247444349423,0.09533333333333334,0.06648173973421662,0.08368891185379534,0.026481739734216615,0.10466666666666667,0.1311484064008833,61,82,344,1013,0.42657342657342656,0.1506172839506173,0.22262773722627738,box_sphere_static_noise_medium_3,static_noise,1.0
8,0.5931045896293299,0.09333333333333334,0.06627746514185971,0.08411328909662169,0.02627746514185971,0.10666666666666667,0.13294413180852638,59,81,346,1014,0.42142857142857143,0.145679012345679,0.21651376146788992,box_sphere_static_noise_medium_3,static_noise,1.0
9,0.5923261865797159,0.09533333333333334,0.06648173973421662,0.08368891185379534,0.026481739734216615,0.10466666666666667,0.1311484064008833,61,82,344,1013,0.42657342657342656,0.1506172839506173,0.22262773722627738,box_sphere_static_noise_medium_3,static_noise,1.0
10,0.5929563327148158,0.09466666666666666,0.06647526761341364,0.08370489514281815,0.026475267613413643,0.10533333333333335,0.13180860094674698,61,81,344,1014,0.4295774647887324,0.1506172839506173,0.22303473491773307,box_sphere_static_noise_medium_3,static_noise,1.0
11,0.5932402012749765,0.09333333333333334,0.06627746514185971,0.08411328909662169,0.02627746514185971,0.10666666666666667,0.13294413180852638,59,81,346,1014,0.42142857142857143,0.145679012345679,0.21651376146788992,box_sphere_static_noise_medium_3,static_noise,1.0
12,0.5924617982253625,0.09533333333333334,0.06648173973421662,0.08368891185379534,0.026481739734216615,0.10466666666666667,0.1311484064008833,61,82,344,1013,0.42657342657342656,0.1506172839506173,0.22262773722627738,box_sphere_static_noise_medium_3,static_noise,1.0
13,0.5930919443604624,0.09333333333333334,0.06627746514185971,0.08411328909662169,0.02627746514185971,0.10666666666666667,0.13294413180852638,59,81,346,1014,0.42142857142857143,0.145679012345679,0.21651376146788992,box_sphere_static_noise_medium_3,static_noise,1.0
14,0.5923135413108485,0.09533333333333334,0.06648173973421662,0.08368891185379534,0.026481739734216615,0.10466666666666667,0.1311484064008833,61,82,344,1013,0.42657342657342656,0.1506172839506173,0.22262773722627738,box_sphere_static_noise_medium_3,static_noise,1.0
15,0.5929436874459484,0.09466666666666666,0.06647526761341364,0.08370489514281815,0.026475267613413643,0.10533333333333335,0.13180860094674698,61,81,344,1014,0.4295774647887324,0.1506172839506173,0.22303473491773307,box_sphere_static_noise_medium_3,static_noise,1.0
16,0.593227556006109,0.09333333333333334,0.06627746514185971,0.08411328909662169,0.02627746514185971,0.10666666666666667,0.13294413180852638,59,81,346,1014,0.42142857142857143,0.145679012345679,0.21651376146788992,box_sphere_static_noise_medium_3,static_noise,1.0
17,0.592449152956495,0.09533333333333334,0.06648173973421662,0.08368891185379534,0.026481739734216615,0.10466666666666667,0.1311484064008833,61,82,344,1013,0.42657342657342656,0.1506172839506173,0.22262773722627738,box_sphere_static_noise_medium_3,static_noise,1.0
18,0.593079299091595,0.094,0.066377899654393,0.08390477827348058,0.026377899654393,0.10600000000000001,0.132377899654393,60,81,345,1014,0.425531914893617,0.14814814814814814,0.21978021978021978,box_sphere_static_noise_medium_3,static_noise,1.0
19,0.592835098400381,0.09466666666666666,0.06647526761341364,0.08370489514281815,0.026475267613413643,0.10533333333333335,0.13180860094674698,61,81,344,1014,0.4295774647887324,0.1506172839506173,0.22303473491773307,box_sphere_static_noise_medium_3,static_noise,1.0
0,0.5,0.08066666666666666,0.06717585571655865,0.08458347820768271,0.02717585571655865,0.11933333333333335,0.146509189049892,50,71,314,1065,0.4132231404958678,0.13736263736263737,0.2061855670103093,box_sphere_strong_noise_hard_mixed,strong_noise,1.0
1,0.49468504476645064,0.08466666666666667,0.06659208235101462,0.0864731936555021,0.026592082351014616,0.11533333333333334,0.14192541568434797,50,77,314,1059,0.3937007874015748,0.13736263736263737,0.20366598778004075,box_sphere_strong_noise_hard_mixed,strong_noise,1.0
2,0.4902025428018132,0.09,0.0653468269189682,0.08739905820783246,0.025346826918968203,0.11000000000000001,0.1353468269189682,51,84,313,1052,0.37777777777777777,0.1401098901098901,0.20440881763527055,box_sphere_strong_noise_hard_mixed,strong_noise,1.0
3,0.4858961966397496,0.09333333333333334,0.06460533794921322,0.08751584001335178,0.02460533794921322,0.10666666666666667,0.1312720046158799,53,87,311,1049,0.37857142857142856,0.14560439560439561,0.21031746031746032,box_sphere_strong_noise_hard_mixed,strong_noise,1.0
4,0.48177353920484267,0.09866666666666667,0.06335682619387988,0.08726370685260468,0.023356826193879875,0.10133333333333334,0.12469015952721321,55,93,309,1043,0.3716216216216216,0.1510989010989011,0.21484375,box_sphere_strong_noise_hard_mixed,strong_noise,1.0
5,0.47782052492593574,0.10533333333333333,0.06348022032736868,0.08810519819963938,0.023480220327368677,0.09466666666666668,0.11814688699403536,57,101,307,1035,0.36075949367088606,0.1565934065934066,0.21839080459770113,box_sphere_strong_noise_hard_mixed,strong_noise,1.0
6,0.47744763224733977,0.10533333333333333,0.06348022032736868,0.08810519819963938,0.023480220327368677,0.09466666666666668,0.11814688699403536,57,101,307,1035,0.36075949367088606,0.1565934065934066,0.21839080459770113,box_sphere_strong_noise_hard_mixed,strong_noise,1.0
0,0.5,0.09666666666666666,0.04540710335179325,0.06785003685008062,0.005407103351793251,0.10333333333333335,0.10874043668512659,96,49,762,593,0.6620689655172414,0.11188811188811189,0.1914257228315055,box_sphere_strong_noise_medium_2,strong_noise,1.0
1,0.4591475400369198,0.15333333333333332,0.04175531065172243,0.06750180142019974,0.001755310651722429,0.04666666666666669,0.04842197731838912,157,73,701,569,0.6826086956521739,0.18298368298368298,0.28860294117647056,box_sphere_strong_noise_medium_2,strong_noise,1.0
2,0.4393248280070313,0.202,0.04066766591405185,0.06861564282150305,0.0006676659140518459,0.0,0.0006676659140518459,204,99,654,543,0.6732673267326733,0.23776223776223776,0.35142118863049093,box_sphere_strong_noise_medium_2,strong_noise,1.0
3,0.440660159835135,0.19933333333333333,0.04046904955992654,0.06857126997334484,0.0004690495599265418,0.0006666666666666765,0.0011357162265932183,201,98,657,544,0.6722408026755853,0.23426573426573427,0.3474503025064823,box_sphere_strong_noise_medium_2,strong_noise,1.0
4,0.44126492562165476,0.198,0.04032848606928405,0.0687196331851224,0.0003284860692840466,0.0020000000000000018,0.0023284860692840484,199,98,659,544,0.67003367003367,0.23193473193473194,0.3445887445887446,box_sphere_strong_noise_medium_2,strong_noise,1.0
5,0.44092189776022284,0.19866666666666666,0.04036089037381135,0.06865249384975668,0.00036089037381135253,0.001333333333333353,0.0016942237071447055,200,98,658,544,0.6711409395973155,0.2331002331002331,0.3460207612456747,box_sphere_strong_noise_medium_2,strong_noise,1.0
6,0.4409770118411789,0.19866666666666666,0.04036089037381135,0.06865249384975668,0.00036089037381135253,0.001333333333333353,0.0016942237071447055,200,98,658,544,0.6711409395973155,0.2331002331002331,0.3460207612456747,box_sphere_strong_noise_medium_2,strong_noise,1.0
0,0.5,0.08666666666666667,0.044300037361539035,0.08214631358378788,0.004300037361539034,0.11333333333333334,0.11763337069487237,65,65,488,882,0.5,0.11754068716094032,0.19033674963396777,box_sphere_strong_noise_medium_3,strong_noise,1.0
1,0.4519334080564114,0.16133333333333333,0.04202446019863023,0.08569848879380212,0.002024460198630229,0.03866666666666668,0.04069112686529691,106,136,447,811,0.4380165289256198,0.19168173598553345,0.26666666666666666,box_sphere_strong_noise_medium_3,strong_noise,1.0
2,0.4366489951203385,0.19333333333333333,0.042610479268675415,0.08631151234263734,0.002610479268675414,0.006666666666666682,0.009277145935342096,123,167,430,780,0.4241379310344828,0.2224231464737794,0.2918149466192171,box_sphere_strong_noise_medium_3,strong_noise,1.0
3,0.438536620324356,0.18666666666666668,0.04276616799250053,0.0863438260550984,0.002766167992500526,0.013333333333333336,0.016099501325833862,119,161,434,786,0.425,0.21518987341772153,0.28571428571428575,box_sphere_strong_noise_medium_3,strong_noise,1.0
4,0.43740228964269035,0.18933333333333333,0.042765801313308295,0.08642830890724126,0.0027658013133082943,0.010666666666666685,0.01343246797997498,120,164,433,783,0.4225352112676056,0.21699819168173598,0.2867383512544803,box_sphere_strong_noise_medium_3,strong_noise,1.0
5,0.4376005589359736,0.18933333333333333,0.042765801313308295,0.08642830890724126,0.0027658013133082943,0.010666666666666685,0.01343246797997498,120,164,433,783,0.4225352112676056,0.21699819168173598,0.2867383512544803,box_sphere_strong_noise_medium_3,strong_noise,1.0
0,0.5,0.328472755180353,0.0591244393679299,0.06994095109487393,0.019124439367929902,0.0,0.019124439367929902,288,140,174,701,0.6728971962616822,0.6233766233766234,0.6471910112359551,boxes_cylinder_added_outliers_hard_mixed,added_outliers,1.0
1,0.5382488787358598,0.2831926323867997,0.062370320497093776,0.06664094396813722,0.022370320497093775,0.0,0.022370320497093775,261,108,201,733,0.7073170731707317,0.564935064935065,0.628158844765343,boxes_cylinder_added_outliers_hard_mixed,added_outliers,1.0
2,0.5829895197300473,0.24405218726016883,0.06327510486901042,0.06344727481112296,0.023275104869010417,0.0,0.023275104869010417,236,82,226,759,0.7421383647798742,0.5108225108225108,0.6051282051282051,boxes_cylinder_added_outliers_hard_mixed,added_outliers,1.0
3,0.6295397294680681,0.2056792018419033,0.06401284755956903,0.06016745130744005,0.024012847559569027,0.0,0.024012847559569027,203,65,259,776,0.7574626865671642,0.4393939393939394,0.5561643835616439,boxes_cylinder_added_outliers_hard_mixed,added_outliers,1.0
4,0.6775654245872061,0.15732924021488873,0.07023249449040024,0.05653092022915164,0.03023249449040024,0.042670759785111284,0.07290325427551153,165,40,297,801,0.8048780487804879,0.35714285714285715,0.4947526236881559,boxes_cylinder_added_outliers_hard_mixed,added_outliers,1.0
5,0.716695033675451,0.10974673829623945,0.07672365753678925,0.05136946441452646,0.03672365753678925,0.09025326170376057,0.12697691924054982,123,20,339,821,0.8601398601398601,0.2662337662337662,0.4066115702479338,boxes_cylinder_added_outliers_hard_mixed,added_outliers,1.0
6,0.7450157178971492,0.07060629316960859,0.08689226362609022,0.04703250735399547,0.04689226362609022,0.12939370683039142,0.17628597045648164,81,11,381,830,0.8804347826086957,0.17532467532467533,0.29241877256317694,boxes_cylinder_added_outliers_hard_mixed,added_outliers,1.0
7,0.7741033917341339,0.04604758250191865,0.0914482071720171,0.04391090151945646,0.0514482071720171,0.15395241749808136,0.20540062467009845,53,7,409,834,0.8833333333333333,0.11471861471861472,0.20306513409961685,boxes_cylinder_added_outliers_hard_mixed,added_outliers,1.0
8,0.8000235973291274,0.02762854950115119,0.09623221653074765,0.03815691264945288,0.05623221653074765,0.17237145049884883,0.22860366702959647,34,2,428,839,0.9444444444444444,0.0735930735930736,0.13654618473895583,boxes_cylinder_added_outliers_hard_mixed,added_outliers,1.0
9,0.8263023051411983,0.012279355333844973,0.09869745109986854,0.034873891338075905,0.058697451099868535,0.18772064466615504,0.24641809576602358,16,0,446,841,1.0,0.03463203463203463,0.06694560669456068,boxes_cylinder_added_outliers_hard_mixed,added_outliers,1.0
10,0.8498368850078578,0.004604758250191865,0.11425119623934143,0.03823845221359443,0.07425119623934143,0.19539524174980816,0.26964643798914956,6,0,456,841,1.0,0.012987012987012988,0.025641025641025647,boxes_cylinder_added_outliers_hard_mixed,added_outliers,1.0
11,0.9006416566116366,0.0,0.07447023214909675,0.12851447536421123,0.034470232149096745,0.2,0.23447023214909676,0,0,462,841,0.0,0.0,0.0,boxes_cylinder_added_outliers_hard_mixed,added_outliers,1.0
12,0.8695821209098301,0.0,0.07447023214909675,0.12851447536421123,0.034470232149096745,0.2,0.23447023214909676,0,0,462,841,0.0,0.0,0.0,boxes_cylinder_added_outliers_hard_mixed,added_outliers,1.0
0,0.5,0.4792156862745098,0.03088904821779578,0.0455143080455005,0.0,0.0,0.0,529,82,391,273,0.8657937806873978,0.575,0.6910516002612672,boxes_cylinder_added_outliers_medium_2,added_outliers,1.0
1,0.5,0.4792156862745098,0.03088904821779578,0.0455143080455005,0.0,0.0,0.0,529,82,391,273,0.8657937806873978,0.575,0.6910516002612672,boxes_cylinder_added_outliers_medium_2,added_outliers,1.0
0,0.5,0.3682170542635659,0.04181594612168766,0.06498619342955253,0.0018159461216876588,0.0,0.0018159461216876588,313,162,270,545,0.6589473684210526,0.5368782161234992,0.5916824196597353,boxes_cylinder_added_outliers_medium_3,added_outliers,1.0
1,0.5036318922433753,0.35968992248062015,0.041823063947583665,0.06468859432022685,0.001823063947583664,0.0,0.001823063947583664,308,156,275,551,0.6637931034482759,0.5283018867924528,0.5883476599808978,boxes_cylinder_added_outliers_medium_3,added_outliers,1.0
0,0.5,0.188,0.08494030284745956,0.11620534302385671,0.044940302847459555,0.01200000000000001,0.056940302847459566,66,216,85,1133,0.23404255319148937,0.4370860927152318,0.30484988452655887,boxes_cylinder_partial_overlap_hard_mixed,partial_overlap,1.0
1,0.5838806056949191,0.09733333333333333,0.0873651594343669,0.1124885503749244,0.0473651594343669,0.10266666666666668,0.15003182610103358,39,107,112,1242,0.2671232876712329,0.2582781456953642,0.26262626262626265,boxes_cylinder_partial_overlap_hard_mixed,partial_overlap,1.0
2,0.6272775912303196,0.062,0.09126637584812128,0.10847711698178553,0.05126637584812128,0.138,0.18926637584812128,26,67,125,1282,0.27956989247311825,0.17218543046357615,0.21311475409836061,boxes_cylinder_partial_overlap_hard_mixed,partial_overlap,1.0
3,0.6608103429265622,0.048,0.09493447824154919,0.10309580604792391,0.054934478241549185,0.15200000000000002,0.2069344782415492,24,48,127,1301,0.3333333333333333,0.15894039735099338,0.21524663677130046,boxes_cylinder_partial_overlap_hard_mixed,partial_overlap,1.0
4,0.6946792994096606,0.028666666666666667,0.09852994969984338,0.09586523807957432,0.05852994969984338,0.17133333333333334,0.2298632830331767,18,25,133,1324,0.4186046511627907,0.11920529801324503,0.18556701030927836,boxes_cylinder_partial_overlap_hard_mixed,partial_overlap,1.0
5,0.7260725321426806,0.016,0.1094392001583137,0.07490493857879454,0.0694392001583137,0.184,0.25343920015831367,16,8,135,1341,0.6666666666666666,0.10596026490066225,0.18285714285714286,boxes_cylinder_partial_overlap_hard_mixed,partial_overlap,1.0
6,0.772950932459308,0.01,0.1266947187009193,0.05677275901943671,0.0866947187009193,0.19,0.27669471870091933,12,3,139,1346,0.8,0.07947019867549669,0.14457831325301204,boxes_cylinder_partial_overlap_hard_mixed,partial_overlap,1.0
7,0.8513403698611466,0.002,0.1394195905956831,0.03274868495669617,0.09941959059568309,0.198,0.2974195905956831,3,0,148,1349,1.0,0.019867549668874173,0.03896103896103896,boxes_cylinder_partial_overlap_hard_mixed,partial_overlap,1.0
8,0.95,0.0,0.06287582517316165,0.13901577972332085,0.022875825173161647,0.2,0.22287582517316165,0,0,151,1349,0.0,0.0,0.0,boxes_cylinder_partial_overlap_hard_mixed,partial_overlap,1.0
9,0.8957516503463232,0.0,0.06287582517316165,0.13901577972332085,0.022875825173161647,0.2,0.22287582517316165,0,0,151,1349,0.0,0.0,0.0,boxes_cylinder_partial_overlap_hard_mixed,partial_overlap,1.0
0,0.5,0.316,0.06579120782106966,0.07679638509133503,0.02579120782106966,0.0,0.02579120782106966,245,229,164,862,0.5168776371308017,0.5990220048899756,0.5549263873159684,boxes_cylinder_partial_overlap_medium_2,partial_overlap,1.0
1,0.5515824156421393,0.244,0.06779211932857289,0.0727566645366948,0.027792119328572888,0.0,0.027792119328572888,206,160,203,931,0.5628415300546448,0.5036674816625917,0.5316129032258065,boxes_cylinder_partial_overlap_medium_2,partial_overlap,1.0
2,0.6071666542992851,0.18933333333333333,0.06795552310782495,0.06993615760919367,0.027955523107824946,0.010666666666666685,0.03862218977449163,165,119,244,972,0.5809859154929577,0.4034229828850856,0.4761904761904762,boxes_cylinder_partial_overlap_medium_2,partial_overlap,1.0
3,0.6577443671816017,0.13733333333333334,0.06890219462771205,0.06439009680519989,0.028902194627712048,0.06266666666666668,0.09156886129437872,133,73,276,1018,0.6456310679611651,0.3251833740831296,0.43252032520325207,boxes_cylinder_partial_overlap_medium_2,partial_overlap,1.0
4,0.6842154231036924,0.11133333333333334,0.07163350871899661,0.06197093002296333,0.03163350871899661,0.08866666666666667,0.12030017538566329,111,56,298,1035,0.6646706586826348,0.2713936430317848,0.3854166666666667,boxes_cylinder_partial_overlap_medium_2,partial_overlap,1.0
5,0.7031491072083523,0.09866666666666667,0.07335758357800774,0.05872685480467656,0.03335758357800774,0.10133333333333334,0.13469091691134108,103,45,306,1046,0.6959459459459459,0.25183374083129584,0.36983842010771995,boxes_cylinder_partial_overlap_medium_2,partial_overlap,1.0
6,0.7191976076977011,0.08,0.07653029188798974,0.0538053162643562,0.03653029188798974,0.12000000000000001,0.15653029188798975,91,29,318,1062,0.7583333333333333,0.22249388753056235,0.3440453686200378,boxes_cylinder_partial_overlap_medium_2,partial_overlap,1.0
7,0.7322581914736807,0.068,0.077199248470553,0.053168497812880196,0.037199248470553,0.132,0.169199248470553,80,22,329,1069,0.7843137254901961,0.19559902200489,0.31311154598825836,boxes_cylinder_partial_overlap_medium_2,partial_overlap,1.0
8,0.7406566884147866,0.05733333333333333,0.07989998001132594,0.05098425421816759,0.039899980011325935,0.14266666666666666,0.1825666466779926,69,17,340,1074,0.8023255813953488,0.1687041564792176,0.27878787878787875,boxes_cylinder_partial_overlap_medium_2,partial_overlap,1.0
9,0.7491233151041051,0.051333333333333335,0.08217567669380739,0.04888858968075435,0.04217567669380739,0.14866666666666667,0.19084234336047406,63,14,346,1077,0.8181818181818182,0.15403422982885084,0.25925925925925924,boxes_cylinder_partial_overlap_medium_2,partial_overlap,1.0
10,0.7591413351583866,0.04,0.08496115302887873,0.04743186724352731,0.04496115302887873,0.16,0.20496115302887874,50,10,359,1081,0.8333333333333334,0.12224938875305623,0.21321961620469082,boxes_cylinder_partial_overlap_medium_2,partial_overlap,1.0
11,0.769063641216144,0.03266666666666666,0.0856174589009117,0.046803040497304424,0.0456174589009117,0.16733333333333333,0.21295079223424504,40,9,369,1082,0.8163265306122449,0.097799511002445,0.17467248908296945,boxes_cylinder_partial_overlap_medium_2,partial_overlap,1.0
12,0.7766318923513007,0.029333333333333333,0.08980757528502464,0.04338010989213173,0.04980757528502464,0.1706666666666667,0.22047424195169132,37,7,372,1084,0.8409090909090909,0.09046454767726161,0.16335540838852097,boxes_cylinder_partial_overlap_medium_2,partial_overlap,1.0
13,0.7909137095880167,0.021333333333333333,0.09127680718758616,0.04231010596313914,0.051276807187586156,0.17866666666666667,0.22994347385425282,27,5,382,1086,0.84375,0.06601466992665037,0.12244897959183673,boxes_cylinder_partial_overlap_medium_2,partial_overlap,1.0
14,0.8041339906298557,0.014666666666666666,0.0892605816463778,0.03959439271604177,0.0492605816463778,0.18533333333333335,0.23459391497971116,19,3,390,1088,0.8636363636363636,0.04645476772616137,0.08816705336426912,boxes_cylinder_partial_overlap_medium_2,partial_overlap,1.0
15,0.8099884872559446,0.01,0.09215978522591849,0.03906302616226513,0.052159785225918485,0.19,0.2421597852259185,13,2,396,1089,0.8666666666666667,0.03178484107579462,0.06132075471698114,boxes_cylinder_partial_overlap_medium_2,partial_overlap,1.0
16,0.8193080577077816,0.009333333333333334,0.09126007435813446,0.037515699396571546,0.05126007435813446,0.19066666666666668,0.24192674102480113,12,2,397,1089,0.8571428571428571,0.029339853300733496,0.05673758865248227,boxes_cylinder_partial_overlap_medium_2,partial_overlap,1.0
17,0.8264948730907171,0.006,0.08840116085507405,0.03695616650386091,0.048401160855074045,0.194,0.24240116085507404,8,1,401,1090,0.8888888888888888,0.019559902200488997,0.03827751196172249,boxes_cylinder_partial_overlap_medium_2,partial_overlap,1.0
18,0.8262971948008652,0.006,0.08840116085507405,0.03695616650386091,0.048401160855074045,0.194,0.24240116085507404,8,1,401,1090,0.8888888888888888,0.019559902200488997,0.03827751196172249,boxes_cylinder_partial_overlap_medium_2,partial_overlap,1.0
0,0.5,0.44666666666666666,0.03606104671052348,0.05336290580842016,0.0,0.0,0.0,574,96,418,412,0.8567164179104477,0.5786290322580645,0.690734055354994,boxes_cylinder_partial_overlap_medium_3,partial_overlap,1.0
1,0.5,0.44666666666666666,0.03606104671052348,0.05336290580842016,0.0,0.0,0.0,574,96,418,412,0.8567164179104477,0.5786290322580645,0.690734055354994,boxes_cylinder_partial_overlap_medium_3,partial_overlap,1.0
0,0.5,0.2929014472777395,0.04539212029986732,0.06619519576255674,0.005392120299867319,0.0,0.005392120299867319,303,122,323,703,0.7129411764705882,0.4840255591054313,0.576593720266413,boxes_cylinder_scene_change_hard_mixed,scene_change,1.0
