num_iterations,final_tau,final_acceptance_ratio,final_mean_residual,final_mean_label_distance,final_control_error,final_precision,final_recall,final_f1,iae,ise,total_variation_tau,sample_id,scenario,lambda_filter
2,0.5006918744705279,0.0029651593773165306,0.15844615720845923,0.13718422207284242,0.3154809978311427,0.0,0.0,0.0,0.6309619956622854,0.19905651998506693,0.0006918744705278757,real_20260626_161911_pallet_rack_cluster021_part1_refined_from_voxel005_easy,real_previous_registration,0.005
2,0.5006315000925446,0.0,0.15315000925446864,0.1708294156247957,0.3131500092544687,0.0,0.0,0.0,0.6263000185089374,0.19612585659214762,0.0006315000925446457,real_20260626_161911_pallet_rack_cluster021_part1_refined_from_voxel005_medium,real_previous_registration,0.005
2,0.5002897978707866,0.0,0.11897978707866294,0.18963641773073536,0.27897978707866294,0.0,0.0,0.0,0.5579595741573259,0.15565944319691222,0.00028979787078664554,real_20260626_163327_pallet_rack_cluster022_part1_ransac_icp_voxel005_easy,real_previous_registration,0.005
2,0.5021060915499049,0.0,0.30060915499049434,0.32615352305957535,0.4606091549904944,0.0,0.0,0.0,0.9212183099809887,0.42432158732211456,0.0021060915499049315,real_20260626_163327_pallet_rack_cluster022_part1_ransac_icp_voxel005_hard,real_previous_registration,0.005
2,0.49950192012288785,0.0007680491551459293,0.0074875723509491,0.0851633327960113,0.1992319508448541,1.0,0.004132231404958678,0.008230452674897118,0.3984639016897082,0.07938674047489272,0.0004980798771121453,real_20260626_163327_pallet_rack_cluster022_part1_ransac_icp_voxel005_medium,real_previous_registration,0.005
2,0.500015425276816,0.0,0.09154252768159964,0.15262279010991983,0.2515425276815996,0.0,0.0,0.0,0.5030850553631993,0.12654728646489663,1.542527681597239e-05,real_20260703_131528_rm00_0260_02_cluster022_part1_ransac_icp_voxel005_easy,real_previous_registration,0.005
2,0.5002396984304867,0.0,0.11396984304866493,0.19849881410323333,0.27396984304866495,0.0,0.0,0.0,0.5479396860973299,0.15011894980022022,0.00023969843048665673,real_20260703_131528_rm00_0260_02_cluster022_part1_ransac_icp_voxel005_hard,real_previous_registration,0.005
2,0.4998279196134578,0.0,0.07279196134578034,0.1478134199839435,0.23279196134578034,0.0,0.0,0.0,0.4655839226915607,0.10838419453443057,0.00017208038654220603,real_20260703_131528_rm00_0260_02_cluster022_part1_ransac_icp_voxel005_medium,real_previous_registration,0.005
3,0.49943818796016626,0.005668934240362812,0.06356375687731408,0.05824240168095596,0.21789482263695129,1.0,0.008361204013377926,0.016583747927031506,0.6489585166127599,0.14039727517185924,0.0005618120398337423,real_20260703_135250_rm00_0260_02_cluster029_full_refined_from_voxel005_easy,real_previous_registration,0.005
2,0.49950850340136055,0.003401360544217687,0.03892978237921007,0.11206199309332564,0.19659863945578232,0.3333333333333333,0.0035087719298245615,0.006944444444444445,0.39319727891156464,0.07730205007172938,0.0004914965986394515,real_20260703_135250_rm00_0260_02_cluster029_full_refined_from_voxel005_medium,real_previous_registration,0.005
2,0.49999616094813415,0.0,0.08961609481341516,0.1288646217265496,0.24961609481341518,0.0,0.0,0.0,0.49923218962683036,0.12461638957979976,3.839051865850429e-06,real_20260706_130424_table_cluster004_table1_refined_from_identity_scale1_hard,real_previous_registration,0.005
2,0.5005429884766798,0.0,0.14429884766797277,0.2103770941401623,0.30429884766797277,0.0,0.0,0.0,0.6085976953359455,0.1851955773841122,0.0005429884766797732,real_20260706_130424_table_cluster004_table1_refined_from_identity_scale1_medium,real_previous_registration,0.005
2,0.5007199386680509,0.08571428571428572,0.14056529537651669,0.09374669390712674,0.21485100966223097,0.6111111111111112,0.12415349887133183,0.2063789868667917,0.42970201932446195,0.09232191270576014,0.0007199386680508679,real_20260706_145031_table2_cluster004_table2_refined_from_identity_easy,real_previous_registration,0.005
